src_index,src_id,assembly_uid,assembly_accession,organism,taxid,ftp_path,md5,filename
216,refseq-NZ-1116130-PRJNA197952-SAMN00829235-NZ_AQEF-.-Escherichia_coli_199900.1.fna,578578,GCF_000356125.1,Escherichia coli 199900.1 (E. coli),1116130,genomes/all/GCF/000/356/125/GCF_000356125.1_ASM35612v1/GCF_000356125.1_ASM35612v1_genomic.fna.gz,05300c10d6412641f5c287327583bb3b,GCF_000356125.1.fa.gz
217,refseq-NZ-1116136-PRJNA197968-SAMN00829335-NZ_AQEV-.-Escherichia_coli_MP021561.2.fna,563131,GCF_000354795.2,Escherichia coli MP021561.2 (E. coli),1116136,genomes/all/GCF/000/354/795/GCF_000354795.2_ASM35479v2/GCF_000354795.2_ASM35479v2_genomic.fna.gz,cc6b64bc2bdc3d746ec205cca6035e15,GCF_000354795.2.fa.gz
218,refseq-NZ-1116140-PRJNA197972-SAMN00829300-NZ_AQEZ-.-Escherichia_coli_MP020940.1.fna,563291,GCF_000355275.2,Escherichia coli MP020940.1 (E. coli),1116140,genomes/all/GCF/000/355/275/GCF_000355275.2_ASM35527v2/GCF_000355275.2_ASM35527v2_genomic.fna.gz,5ff9cd55f4a6a97b2367417ec924e034,GCF_000355275.2.fa.gz
219,refseq-NZ-1116144-PRJNA197795-SAMN00829347-NZ_APXX-.-Escherichia_coli_P0298942.7.fna,564221,GCF_000357545.2,Escherichia coli P0298942.7 (E. coli),1116144,genomes/all/GCF/000/357/545/GCF_000357545.2_ASM35754v2/GCF_000357545.2_ASM35754v2_genomic.fna.gz,737ed9b6922f0bd88fd6dc76b83b16d2,GCF_000357545.2.fa.gz
220,refseq-NZ-1116152-PRJNA197965-SAMN00829352-NZ_AQES-.-Escherichia_coli_P0299438.2.fna,563881,GCF_000356645.2,Escherichia coli P0299438.2 (E. coli),1116152,genomes/all/GCF/000/356/645/GCF_000356645.2_ASM35664v2/GCF_000356645.2_ASM35664v2_genomic.fna.gz,e5c323c23a657ff0622b0b56ada957b8,GCF_000356645.2.fa.gz
221,refseq-NZ-1116155-PRJNA197829-SAMN00829429-NZ_APZF-.-Escherichia_coli_P0302308.3.fna,564311,GCF_000357785.2,Escherichia coli P0302308.3 (E. coli),1116155,genomes/all/GCF/000/357/785/GCF_000357785.2_ASM35778v2/GCF_000357785.2_ASM35778v2_genomic.fna.gz,a8ec0c760a2e27b88b098ebd94742e3a,GCF_000357785.2.fa.gz
222,refseq-NZ-1116158-PRJNA197823-SAMN00829420-NZ_APYZ-.-Escherichia_coli_P0302308.10.fna,581328,GCF_000358875.1,Escherichia coli P0302308.10 (E. coli),1116158,genomes/all/GCF/000/358/875/GCF_000358875.1_ASM35887v1/GCF_000358875.1_ASM35887v1_genomic.fna.gz,9827098daea4ee2bbc2b56805fb69805,GCF_000358875.1.fa.gz
223,refseq-NZ-1116181-PRJNA197877-SAMN00829514-NZ_AQBC-.-Escherichia_coli_P0304816.5.fna,564771,GCF_000358955.2,Escherichia coli P0304816.5 (E. coli),1116181,genomes/all/GCF/000/358/955/GCF_000358955.2_ASM35895v2/GCF_000358955.2_ASM35895v2_genomic.fna.gz,cde590369376a21a38b99ec57a8150ac,GCF_000358955.2.fa.gz
224,refseq-NZ-1116190-PRJNA197872-SAMN00829508-NZ_AQAX-.-Escherichia_coli_P0304816.14.fna,663638,GCF_000358995.1,Escherichia coli P0304816.14 (E. coli),1116190,genomes/all/GCF/000/358/995/GCF_000358995.1_ASM35899v1/GCF_000358995.1_ASM35899v1_genomic.fna.gz,e2af152bde466aacf2ca6f9bb965591c,GCF_000358995.1.fa.gz
225,refseq-NZ-1116193-PRJNA197888-SAMN00829526-NZ_AQBN-.-Escherichia_coli_P0305260.4.fna,564431,GCF_000358045.2,Escherichia coli P0305260.4 (E. coli),1116193,genomes/all/GCF/000/358/045/GCF_000358045.2_ASM35804v2/GCF_000358045.2_ASM35804v2_genomic.fna.gz,6dbb4d55b09f090235e62c06d0ba313e,GCF_000358045.2.fa.gz
226,refseq-NZ-1124985-PRJNA224116-SAMN02435999-NZ_AIAD-.-Escherichia_coli_C1244_91.fna,565471,GCF_000446095.2,Escherichia coli C1244_91 (E. coli),1124985,genomes/all/GCF/000/446/095/GCF_000446095.2_ASM44609v2/GCF_000446095.2_ASM44609v2_genomic.fna.gz,92304a4bc8a19f27d4647554e1d8dd33,GCF_000446095.2.fa.gz
227,refseq-NZ-1125641-PRJNA197844-SAMN00858016-NZ_APZU-.-Escherichia_coli_P0301867.2.fna,563621,GCF_000356025.2,Escherichia coli P0301867.2 (E. coli),1125641,genomes/all/GCF/000/356/025/GCF_000356025.2_ASM35602v2/GCF_000356025.2_ASM35602v2_genomic.fna.gz,625899fa87b76c87180c6b0c0d3cdff8,GCF_000356025.2.fa.gz
228,refseq-NZ-1125650-PRJNA197842-SAMN00857934-NZ_APZS-.-Escherichia_coli_P0299483.3.fna,579578,GCF_000357125.1,Escherichia coli P0299483.3 (E. coli),1125650,genomes/all/GCF/000/357/125/GCF_000357125.1_ASM35712v1/GCF_000357125.1_ASM35712v1_genomic.fna.gz,c3420c2f52168c9d153f0542314cce26,GCF_000357125.1.fa.gz
229,refseq-NZ-1126898-PRJNA224116-SAMN02436004-NZ_AIAV-.-Escherichia_coli_C353_09.fna,565761,GCF_000446465.2,Escherichia coli C353_09 (E. coli),1126898,genomes/all/GCF/000/446/465/GCF_000446465.2_ASM44646v2/GCF_000446465.2_ASM44646v2_genomic.fna.gz,4977b010622881c4705f60c8fee4e194,GCF_000446465.2.fa.gz
230,refseq-NZ-1126904-PRJNA224116-SAMN02436008-NZ_AIBB-.-Escherichia_coli_C496_10.fna,565821,GCF_000446585.2,Escherichia coli C496_10 (E. coli),1126904,genomes/all/GCF/000/446/585/GCF_000446585.2_ASM44658v2/GCF_000446585.2_ASM44658v2_genomic.fna.gz,dfdb99cc2118d65e6329e5d620f5ff63,GCF_000446585.2.fa.gz
231,refseq-NZ-1126915-PRJNA224116-SAMN02435910-NZ_AIBK-.-Escherichia_coli_C717_10.fna,565901,GCF_000446745.2,Escherichia coli C717_10 (E. coli),1126915,genomes/all/GCF/000/446/745/GCF_000446745.2_ASM44674v2/GCF_000446745.2_ASM44674v2_genomic.fna.gz,c0e368c0c0daa190a88064c7f786cd62,GCF_000446745.2.fa.gz
232,refseq-NZ-1151217-PRJNA220588-SAMN01883227-NZ_AVQW-.-Escherichia_coli_B28_1.fna,567921,GCF_000462045.2,Escherichia coli B28-1 (E. coli),1151217,genomes/all/GCF/000/462/045/GCF_000462045.2_ASM46204v2/GCF_000462045.2_ASM46204v2_genomic.fna.gz,61fafca2f8a5d559ca3d2d6ee6a94088,GCF_000462045.2.fa.gz
233,refseq-NZ-1151250-PRJNA220616-SAMN01885530-NZ_AVRZ-.-Escherichia_coli_B113.fna,568201,GCF_000462625.2,Escherichia coli B113 (E. coli),1151250,genomes/all/GCF/000/462/625/GCF_000462625.2_ASM46262v2/GCF_000462625.2_ASM46262v2_genomic.fna.gz,0eea5284daa09b260d4fc52144156b04,GCF_000462625.2.fa.gz
234,refseq-NZ-1165949-PRJNA224116-SAMN00991748-GCF_000264015.1-.-Escherichia_coli_O26_H11_str._CVM9942.fna,483468,GCF_000264015.1,Escherichia coli O26:H11 str. CVM9942 (E. coli),1165949,genomes/all/GCF/000/264/015/GCF_000264015.1_ASM26401v1/GCF_000264015.1_ASM26401v1_genomic.fna.gz,4fbd068f4699f38ca989f048b504fb6b,GCF_000264015.1.fa.gz
235,refseq-NZ-1167694-PRJNA180423-SAMN02470124-NZ_AJQW-.-Escherichia_coli_O32_H37_str._P4.fna,482508,GCF_000259425.1,Escherichia coli O32:H37 str. P4 (E. coli),1167694,genomes/all/GCF/000/259/425/GCF_000259425.1_ASM25942v1/GCF_000259425.1_ASM25942v1_genomic.fna.gz,6df215ddfba354ec545a461142f2ca7b,GCF_000259425.1.fa.gz
236,refseq-NZ-1169315-PRJNA224116-SAMN00847633-GCF_000407665.1-.-Escherichia_coli_KTE1.fna,702028,GCF_000407665.1,Escherichia coli KTE1 (E. coli),1169315,genomes/all/GCF/000/407/665/GCF_000407665.1_Esch_coli_KTE1_V1/GCF_000407665.1_Esch_coli_KTE1_V1_genomic.fna.gz,a2b0d5763e6eebb606a7995be2d57d26,GCF_000407665.1.fa.gz
237,refseq-NZ-1169316-PRJNA224116-SAMN00847634-GCF_000407685.1-.-Escherichia_coli_KTE3.fna,702048,GCF_000407685.1,Escherichia coli KTE3 (E. coli),1169316,genomes/all/GCF/000/407/685/GCF_000407685.1_Esch_coli_KTE3_V1/GCF_000407685.1_Esch_coli_KTE3_V1_genomic.fna.gz,5dd842d7a6c442a0ca98a5705a0a0e51,GCF_000407685.1.fa.gz
238,refseq-NZ-1169342-PRJNA224116-SAMN00847660-GCF_000352205.1-.-Escherichia_coli_KTE23.fna,577168,GCF_000352205.1,Escherichia coli KTE23 (E. coli),1169342,genomes/all/GCF/000/352/205/GCF_000352205.1_Esch_coli_KTE23_V1/GCF_000352205.1_Esch_coli_KTE23_V1_genomic.fna.gz,00a259991d37f83710e007baa0531305,GCF_000352205.1.fa.gz
239,refseq-NZ-1169346-PRJNA224116-SAMN00847664-GCF_000407885.1-.-Escherichia_coli_KTE27.fna,702248,GCF_000407885.1,Escherichia coli KTE27 (E. coli),1169346,genomes/all/GCF/000/407/885/GCF_000407885.1_Esch_coli_KTE27_V1/GCF_000407885.1_Esch_coli_KTE27_V1_genomic.fna.gz,671874b44aad4d7c99da361f591170d2,GCF_000407885.1.fa.gz
240,refseq-NZ-1169352-PRJNA224116-SAMN00847670-GCF_000407945.1-.-Escherichia_coli_KTE34.fna,702288,GCF_000407945.1,Escherichia coli KTE34 (E. coli),1169352,genomes/all/GCF/000/407/945/GCF_000407945.1_Esch_coli_KTE34_V1/GCF_000407945.1_Esch_coli_KTE34_V1_genomic.fna.gz,418cfccdf62e2627b410575c844093eb,GCF_000407945.1.fa.gz
241,refseq-NZ-1169354-PRJNA224116-SAMN00847672-GCF_000407985.1-.-Escherichia_coli_KTE37.fna,702328,GCF_000407985.1,Escherichia coli KTE37 (E. coli),1169354,genomes/all/GCF/000/407/985/GCF_000407985.1_Esch_coli_KTE37_V1/GCF_000407985.1_Esch_coli_KTE37_V1_genomic.fna.gz,f67cf65be57cec917c495f143aeff23d,GCF_000407985.1.fa.gz
242,refseq-NZ-1169363-PRJNA184574-SAMN00847681-NZ_ANYT-.-Escherichia_coli_KTE82.fna,519098,GCF_000326505.1,Escherichia coli KTE82 (E. coli),1169363,genomes/all/GCF/000/326/505/GCF_000326505.1_Esch_coli_KTE82_V1/GCF_000326505.1_Esch_coli_KTE82_V1_genomic.fna.gz,d689790c94e075ae99a95833d74b4408,GCF_000326505.1.fa.gz
243,refseq-NZ-1169365-PRJNA184573-SAMN00847683-NZ_ANYS-.-Escherichia_coli_KTE232.fna,519078,GCF_000326825.1,Escherichia coli KTE232 (E. coli),1169365,genomes/all/GCF/000/326/825/GCF_000326825.1_Esch_coli_KTE232_V1/GCF_000326825.1_Esch_coli_KTE232_V1_genomic.fna.gz,9859b65cfb6927eb5e232f419a680d16,GCF_000326825.1.fa.gz
244,refseq-NZ-1169378-PRJNA184546-SAMN00847696-NZ_ANXR-.-Escherichia_coli_KTE117.fna,518618,GCF_000326205.1,Escherichia coli KTE117 (E. coli),1169378,genomes/all/GCF/000/326/205/GCF_000326205.1_Esch_coli_KTE117_V1/GCF_000326205.1_Esch_coli_KTE117_V1_genomic.fna.gz,eb68f3ff2d806395e0db86dd2de50ef1,GCF_000326205.1.fa.gz
245,refseq-NZ-1169382-PRJNA224116-SAMN00847700-GCF_000326965.1-.-Escherichia_coli_KTE125.fna,578188,GCF_000326965.1,Escherichia coli KTE125 (E. coli),1169382,genomes/all/GCF/000/326/965/GCF_000326965.1_Esch_coli_KTE125_V1/GCF_000326965.1_Esch_coli_KTE125_V1_genomic.fna.gz,c55e47050d6d9612030e1c538796ce90,GCF_000326965.1.fa.gz
246,refseq-NZ-1169392-PRJNA184560-SAMN00847710-NZ_ANYF-.-Escherichia_coli_KTE150.fna,518838,GCF_000326725.1,Escherichia coli KTE150 (E. coli),1169392,genomes/all/GCF/000/326/725/GCF_000326725.1_Esch_coli_KTE150_V1/GCF_000326725.1_Esch_coli_KTE150_V1_genomic.fna.gz,821b797ad25cdcd8596482ce20d88c0a,GCF_000326725.1.fa.gz
247,refseq-NZ-1169402-PRJNA184570-SAMN00847720-NZ_ANYP-.-Escherichia_coli_KTE177.fna,519018,GCF_000326785.1,Escherichia coli KTE177 (E. coli),1169402,genomes/all/GCF/000/326/785/GCF_000326785.1_Esch_coli_KTE177_V1/GCF_000326785.1_Esch_coli_KTE177_V1_genomic.fna.gz,9e5bfa68ec82ef9ab31fe6d6c6158995,GCF_000326785.1.fa.gz
248,refseq-NZ-1169663-PRJNA190366-SAMN02470175-NZ_AJMB-.-Escherichia_coli_NCCP15647.fna,546718,GCF_000259385.1,Escherichia coli NCCP15647 (E. coli),1169663,genomes/all/GCF/000/259/385/GCF_000259385.1_NCCP15647_1.0/GCF_000259385.1_NCCP15647_1.0_genomic.fna.gz,36f73baac8738ea47a7ef5eb19871733,GCF_000259385.1.fa.gz
249,refseq-NZ-1169664-PRJNA180950-SAMN02470904-NZ_AMSK-.-Escherichia_coli_AD30.fna,494288,GCF_000304255.1,Escherichia coli AD30 (E. coli),1169664,genomes/all/GCF/000/304/255/GCF_000304255.1_ECAD30.1/GCF_000304255.1_ECAD30.1_genomic.fna.gz,175b913a652f7e2746bc01147b67b19e,GCF_000304255.1.fa.gz
250,refseq-NZ-1181733-PRJNA224116-SAMN00974042-GCF_000350945.1-.-Escherichia_coli_KTE187.fna,575908,GCF_000350945.1,Escherichia coli KTE187 (E. coli),1181733,genomes/all/GCF/000/350/945/GCF_000350945.1_Esch_coli_KTE187_V1/GCF_000350945.1_Esch_coli_KTE187_V1_genomic.fna.gz,2b5d343aaa5f9bdbcc02edb70055ce35,GCF_000350945.1.fa.gz
251,refseq-NZ-1181749-PRJNA224116-SAMN00974058-GCF_000352985.1-.-Escherichia_coli_KTE203.fna,569848,GCF_000352985.1,Escherichia coli KTE203 (E. coli),1181749,genomes/all/GCF/000/352/985/GCF_000352985.1_Esch_coli_KTE203_V1/GCF_000352985.1_Esch_coli_KTE203_V1_genomic.fna.gz,6e4272fd8cc85409c35586c8d115ff3c,GCF_000352985.1.fa.gz
252,refseq-NZ-1181750-PRJNA224116-SAMN00974059-GCF_000351065.1-.-Escherichia_coli_KTE204.fna,576028,GCF_000351065.1,Escherichia coli KTE204 (E. coli),1181750,genomes/all/GCF/000/351/065/GCF_000351065.1_Esch_coli_KTE204_V1/GCF_000351065.1_Esch_coli_KTE204_V1_genomic.fna.gz,ad8791a905e52c1eabd328a0da75acea,GCF_000351065.1.fa.gz
253,refseq-NZ-1181757-PRJNA224116-SAMN00974066-GCF_000353045.1-.-Escherichia_coli_KTE211.fna,578008,GCF_000353045.1,Escherichia coli KTE211 (E. coli),1181757,genomes/all/GCF/000/353/045/GCF_000353045.1_Esch_coli_KTE211_V1/GCF_000353045.1_Esch_coli_KTE211_V1_genomic.fna.gz,7dc043ef4790802a45e368f2b7fe1dbb,GCF_000353045.1.fa.gz
254,refseq-NZ-1181766-PRJNA224116-SAMN00974075-GCF_000351245.1-.-Escherichia_coli_KTE220.fna,576208,GCF_000351245.1,Escherichia coli KTE220 (E. coli),1181766,genomes/all/GCF/000/351/245/GCF_000351245.1_Esch_coli_KTE220_V1/GCF_000351245.1_Esch_coli_KTE220_V1_genomic.fna.gz,147193c797e17714bbd52cb7a0e615d0,GCF_000351245.1.fa.gz
255,refseq-NZ-1181781-PRJNA224116-SAMN00974090-GCF_000351405.1-.-Escherichia_coli_KTE237.fna,576368,GCF_000351405.1,Escherichia coli KTE237 (E. coli),1181781,genomes/all/GCF/000/351/405/GCF_000351405.1_Esch_coli_KTE237_V1/GCF_000351405.1_Esch_coli_KTE237_V1_genomic.fna.gz,987c9c75aa9eeca18466af981244d513,GCF_000351405.1.fa.gz
256,refseq-NZ-1182662-PRJNA224116-SAMN00854614-GCF_000351505.1-.-Escherichia_coli_KTE55.fna,576468,GCF_000351505.1,Escherichia coli KTE55 (E. coli),1182662,genomes/all/GCF/000/351/505/GCF_000351505.1_Esch_coli_KTE55_V1/GCF_000351505.1_Esch_coli_KTE55_V1_genomic.fna.gz,5b817be1a63753bed7f88022702bc42d,GCF_000351505.1.fa.gz
257,refseq-NZ-1182669-PRJNA224116-SAMN00854621-GCF_000351605.1-.-Escherichia_coli_KTE62.fna,576568,GCF_000351605.1,Escherichia coli KTE62 (E. coli),1182669,genomes/all/GCF/000/351/605/GCF_000351605.1_Esch_coli_KTE62_V1/GCF_000351605.1_Esch_coli_KTE62_V1_genomic.fna.gz,28c33313ad5fe8a9f4bda1bf6062d5f0,GCF_000351605.1.fa.gz
258,refseq-NZ-1182671-PRJNA224116-SAMN00854623-GCF_000408365.1-.-Escherichia_coli_KTE64.fna,702688,GCF_000408365.1,Escherichia coli KTE64 (E. coli),1182671,genomes/all/GCF/000/408/365/GCF_000408365.1_Esch_coli_KTE64_V1/GCF_000408365.1_Esch_coli_KTE64_V1_genomic.fna.gz,4139b67e4d731a557b5a48a85e381a26,GCF_000408365.1.fa.gz
259,refseq-NZ-1182678-PRJNA224116-SAMN00854630-GCF_000408445.1-.-Escherichia_coli_KTE71.fna,702768,GCF_000408445.1,Escherichia coli KTE71 (E. coli),1182678,genomes/all/GCF/000/408/445/GCF_000408445.1_Esch_coli_KTE71_V1/GCF_000408445.1_Esch_coli_KTE71_V1_genomic.fna.gz,0cba98d28f4998d3f28e6689c0e12b6f,GCF_000408445.1.fa.gz
260,refseq-NZ-1182680-PRJNA224116-SAMN00854632-GCF_000408465.1-.-Escherichia_coli_KTE73.fna,702788,GCF_000408465.1,Escherichia coli KTE73 (E. coli),1182680,genomes/all/GCF/000/408/465/GCF_000408465.1_Esch_coli_KTE73_V1/GCF_000408465.1_Esch_coli_KTE73_V1_genomic.fna.gz,b8480be54371996eec9c32cd9c34a0b8,GCF_000408465.1.fa.gz
261,refseq-NZ-1182686-PRJNA224116-SAMN00854638-GCF_000352445.1-.-Escherichia_coli_KTE79.fna,577408,GCF_000352445.1,Escherichia coli KTE79 (E. coli),1182686,genomes/all/GCF/000/352/445/GCF_000352445.1_Esch_coli_KTE79_V1/GCF_000352445.1_Esch_coli_KTE79_V1_genomic.fna.gz,44542c3e92a1499d1caea196f1c2295d,GCF_000352445.1.fa.gz
262,refseq-NZ-1182691-PRJNA224116-SAMN00854643-GCF_000351805.1-.-Escherichia_coli_KTE86.fna,576768,GCF_000351805.1,Escherichia coli KTE86 (E. coli),1182691,genomes/all/GCF/000/351/805/GCF_000351805.1_Esch_coli_KTE86_V1/GCF_000351805.1_Esch_coli_KTE86_V1_genomic.fna.gz,b8a1ce632d0d3c66e1dd1ee10d2e171d,GCF_000351805.1.fa.gz
263,refseq-NZ-1182693-PRJNA224116-SAMN00854645-GCF_000408505.1-.-Escherichia_coli_KTE89.fna,702828,GCF_000408505.1,Escherichia coli KTE89 (E. coli),1182693,genomes/all/GCF/000/408/505/GCF_000408505.1_Esch_coli_KTE89_V1/GCF_000408505.1_Esch_coli_KTE89_V1_genomic.fna.gz,22a068680563f69073947951c024ce88,GCF_000408505.1.fa.gz
264,refseq-NZ-1182699-PRJNA224116-SAMN00854651-GCF_000408565.1-.-Escherichia_coli_KTE100.fna,702888,GCF_000408565.1,Escherichia coli KTE100 (E. coli),1182699,genomes/all/GCF/000/408/565/GCF_000408565.1_Esch_coli_KTE100_V1/GCF_000408565.1_Esch_coli_KTE100_V1_genomic.fna.gz,51b9c4327326fd59804973a84082225e,GCF_000408565.1.fa.gz
265,refseq-NZ-1182707-PRJNA224116-SAMN00854659-GCF_000352525.1-.-Escherichia_coli_KTE115.fna,577488,GCF_000352525.1,Escherichia coli KTE115 (E. coli),1182707,genomes/all/GCF/000/352/525/GCF_000352525.1_Esch_coli_KTE115_V1/GCF_000352525.1_Esch_coli_KTE115_V1_genomic.fna.gz,1fa524fc4fd8c44d4cddcc7f0a3f366f,GCF_000352525.1.fa.gz
266,refseq-NZ-1182711-PRJNA224116-SAMN00854663-GCF_000408665.1-.-Escherichia_coli_KTE121.fna,702988,GCF_000408665.1,Escherichia coli KTE121 (E. coli),1182711,genomes/all/GCF/000/408/665/GCF_000408665.1_Esch_coli_KTE121_V1/GCF_000408665.1_Esch_coli_KTE121_V1_genomic.fna.gz,5e2ed5d1f2db9d3d070bf69c048dab1a,GCF_000408665.1.fa.gz
267,refseq-NZ-1182715-PRJNA224116-SAMN00854667-GCF_000408725.1-.-Escherichia_coli_KTE130.fna,703048,GCF_000408725.1,Escherichia coli KTE130 (E. coli),1182715,genomes/all/GCF/000/408/725/GCF_000408725.1_Esch_coli_KTE130_V1/GCF_000408725.1_Esch_coli_KTE130_V1_genomic.fna.gz,16896ecbbe6b66695ec42bf16e5f2a0a,GCF_000408725.1.fa.gz
268,refseq-NZ-1182721-PRJNA224116-SAMN00854673-GCF_000352645.1-.-Escherichia_coli_KTE141.fna,577608,GCF_000352645.1,Escherichia coli KTE141 (E. coli),1182721,genomes/all/GCF/000/352/645/GCF_000352645.1_Esch_coli_KTE141_V1/GCF_000352645.1_Esch_coli_KTE141_V1_genomic.fna.gz,a92357a56b35f4d27f3152b0c5964646,GCF_000352645.1.fa.gz
269,refseq-NZ-1182723-PRJNA224116-SAMN00854675-GCF_000351945.1-.-Escherichia_coli_KTE143.fna,576908,GCF_000351945.1,Escherichia coli KTE143 (E. coli),1182723,genomes/all/GCF/000/351/945/GCF_000351945.1_Esch_coli_KTE143_V1/GCF_000351945.1_Esch_coli_KTE143_V1_genomic.fna.gz,499c3b2a2664ab978cdb1b44537fa574,GCF_000351945.1.fa.gz
270,refseq-NZ-1182724-PRJNA224116-SAMN00854676-GCF_000352665.1-.-Escherichia_coli_KTE144.fna,577628,GCF_000352665.1,Escherichia coli KTE144 (E. coli),1182724,genomes/all/GCF/000/352/665/GCF_000352665.1_Esch_coli_KTE144_V1/GCF_000352665.1_Esch_coli_KTE144_V1_genomic.fna.gz,f16909f59e17403ac0a3392fa974bc3e,GCF_000352665.1.fa.gz
271,refseq-NZ-1182735-PRJNA224116-SAMN00854687-GCF_000352765.1-.-Escherichia_coli_KTE165.fna,577728,GCF_000352765.1,Escherichia coli KTE165 (E. coli),1182735,genomes/all/GCF/000/352/765/GCF_000352765.1_Esch_coli_KTE165_V1/GCF_000352765.1_Esch_coli_KTE165_V1_genomic.fna.gz,6bf7748e403c97d9753879e31db5ce2b,GCF_000352765.1.fa.gz
272,refseq-NZ-1182738-PRJNA224116-SAMN00854690-GCF_000352045.1-.-Escherichia_coli_KTE171.fna,577008,GCF_000352045.1,Escherichia coli KTE171 (E. coli),1182738,genomes/all/GCF/000/352/045/GCF_000352045.1_Esch_coli_KTE171_V1/GCF_000352045.1_Esch_coli_KTE171_V1_genomic.fna.gz,07056b90aa1e8cf751eac874d412629f,GCF_000352045.1.fa.gz
273,refseq-NZ-1227814-PRJNA189394-SAMN02471328-NZ_AOGM-.-Escherichia_coli_O08.fna,548498,GCF_000340235.1,Escherichia coli O08 (E. coli),1227814,genomes/all/GCF/000/340/235/GCF_000340235.1_O8/GCF_000340235.1_O8_genomic.fna.gz,89e3021db418dbea1dc68cc52997c9bf,GCF_000340235.1.fa.gz
274,refseq-NZ-1240762-PRJNA224116-SAMN02596889-GCF_000319955.1-.-Escherichia_coli_O104_H4_str._Ec11_4986.fna,514038,GCF_000319955.1,Escherichia coli O104:H4 str. Ec11-4986 (E. coli),1240762,genomes/all/GCF/000/319/955/GCF_000319955.1_Esch_coli_Ec11-4986_V1/GCF_000319955.1_Esch_coli_Ec11-4986_V1_genomic.fna.gz,153fc59518ce9d76e3b75b177677cee6,GCF_000319955.1.fa.gz
275,refseq-NZ-1240775-PRJNA183788-SAMN02596932-NZ_AMVY-.-Escherichia_coli_O104_H4_str._11_03439.fna,514448,GCF_000320135.1,Escherichia coli O104:H4 str. 11-03439 (E. coli),1240775,genomes/all/GCF/000/320/135/GCF_000320135.1_Esch_coli_11-03439_V1/GCF_000320135.1_Esch_coli_11-03439_V1_genomic.fna.gz,22896322cec7d64a8a0adbe442a8bc95,GCF_000320135.1.fa.gz
276,refseq-NZ-1240776-PRJNA183789-SAMN02596933-NZ_AMVZ-.-Escherichia_coli_O104_H4_str._11_04080.fna,514468,GCF_000320175.1,Escherichia coli O104:H4 str. 11-04080 (E. coli),1240776,genomes/all/GCF/000/320/175/GCF_000320175.1_Esch_coli_11-04080_V1/GCF_000320175.1_Esch_coli_11-04080_V1_genomic.fna.gz,e9b94d89128dc1a72e6b66b1968bcf80,GCF_000320175.1.fa.gz
277,refseq-NZ-1240778-PRJNA224116-SAMN02596913-GCF_000320255.1-.-Escherichia_coli_O104_H4_str._Ec12_0465.fna,514218,GCF_000320255.1,Escherichia coli O104:H4 str. Ec12-0465 (E. coli),1240778,genomes/all/GCF/000/320/255/GCF_000320255.1_Esch_coli_Ec12-0465_V1/GCF_000320255.1_Esch_coli_Ec12-0465_V1_genomic.fna.gz,ec51c43c2891ab3e87dbb850ffd114c8,GCF_000320255.1.fa.gz
278,refseq-NZ-1248823-PRJNA224116-SAMN03081527-GCF_000671295.1-.-Escherichia_coli_O145_H28_str._RM12581.fna,168651,GCF_000671295.1,Escherichia coli O145:H28 str. RM12581 (E. coli),1248823,genomes/all/GCF/000/671/295/GCF_000671295.1_ASM67129v1/GCF_000671295.1_ASM67129v1_genomic.fna.gz,d6a5b189b39adff27525ddc1857f6d61,GCF_000671295.1.fa.gz
279,refseq-NZ-1248915-PRJNA224116-SAMN02641384-GCF_000520055.1-.-Escherichia_coli_O145_H28_str._RM13516.fna,92711,GCF_000520055.1,Escherichia coli O145:H28 str. RM13516 (E. coli),1248915,genomes/all/GCF/000/520/055/GCF_000520055.1_ASM52005v1/GCF_000520055.1_ASM52005v1_genomic.fna.gz,4e3d8d99ae8f93927d403691052884b9,GCF_000520055.1.fa.gz
281,refseq-NZ-1268976-PRJNA224116-SAMN02436745-GCF_000485635.1-.-Escherichia_coli_113290.fna,73261,GCF_000485635.1,Escherichia coli 113290 (E. coli),1268976,genomes/all/GCF/000/485/635/GCF_000485635.1_ASM48563v1/GCF_000485635.1_ASM48563v1_genomic.fna.gz,862236ef7f4769dd2d1b50b106c53d37,GCF_000485635.1.fa.gz
282,refseq-NZ-1268989-PRJNA224116-SAMN02436742-GCF_000488455.1-.-Escherichia_coli_907889.fna,75821,GCF_000488455.1,Escherichia coli 907889 (E. coli),1268989,genomes/all/GCF/000/488/455/GCF_000488455.1_ASM48845v1/GCF_000488455.1_ASM48845v1_genomic.fna.gz,9593743c9b12876c6fb7623afd6162d4,GCF_000488455.1.fa.gz
283,refseq-NZ-1268991-PRJNA224116-SAMN02436868-GCF_000488495.1-.-Escherichia_coli_908519.fna,75841,GCF_000488495.1,Escherichia coli 908519 (E. coli),1268991,genomes/all/GCF/000/488/495/GCF_000488495.1_ASM48849v1/GCF_000488495.1_ASM48849v1_genomic.fna.gz,85ac48c4508040e7d4fa595664b25ddc,GCF_000488495.1.fa.gz
284,refseq-NZ-1268994-PRJNA224116-SAMN02436731-GCF_000488555.1-.-Escherichia_coli_908524.fna,75871,GCF_000488555.1,Escherichia coli 908524 (E. coli),1268994,genomes/all/GCF/000/488/555/GCF_000488555.1_ASM48855v1/GCF_000488555.1_ASM48855v1_genomic.fna.gz,1fea565aeb0875c6bbaf4a6b29b7d8ab,GCF_000488555.1.fa.gz
