index,id,assembly_uid,assembly_accession,organism,url,file,md5
196,refseq-NZ-1116007-PRJNA197948-SAMN00829263-NZ_AQEB-.-Escherichia_coli_2731150.fna,563161,GCF_000354895.2,Escherichia coli 2731150 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/895/GCF_000354895.2_ASM35489v2/GCF_000354895.2_ASM35489v2_genomic.fna.gz,GCF_000354895.2.fasta.gz,ccdaba96675917efba510c993ebf2406
197,refseq-NZ-1116013-PRJNA197944-SAMN00829258-NZ_AQDX-.-Escherichia_coli_2762100.fna,673058,GCF_000355535.1,Escherichia coli 2762100 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/535/GCF_000355535.1_ASM35553v1/GCF_000355535.1_ASM35553v1_genomic.fna.gz,GCF_000355535.1.fasta.gz,5e08a2b2bd30f293e560ad165b19691e
198,refseq-NZ-1116018-PRJNA197936-SAMN00829269-NZ_AQDP-.-Escherichia_coli_2850400.fna,573938,GCF_000355055.1,Escherichia coli 2850400 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/055/GCF_000355055.1_ASM35505v1/GCF_000355055.1_ASM35505v1_genomic.fna.gz,GCF_000355055.1.fasta.gz,037cbef72b252163827ab015b3a3c352
199,refseq-NZ-1116023-PRJNA197931-SAMN00829274-NZ_AQDK-.-Escherichia_coli_2861200.fna,563201,GCF_000355035.2,Escherichia coli 2861200 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/035/GCF_000355035.2_ASM35503v2/GCF_000355035.2_ASM35503v2_genomic.fna.gz,GCF_000355035.2.fasta.gz,42620d88ff529c9a2abf07d23a0a0962
200,refseq-NZ-1116027-PRJNA197781-SAMN00829277-NZ_APXJ-.-Escherichia_coli_2866350.fna,563831,GCF_000356505.2,Escherichia coli 2866350 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/505/GCF_000356505.2_ASM35650v2/GCF_000356505.2_ASM35650v2_genomic.fna.gz,GCF_000356505.2.fasta.gz,c85acc47fa327a2fdfbcf22a3fff1678
201,refseq-NZ-1116036-PRJNA197782-SAMN00829286-NZ_APXK-.-Escherichia_coli_2875150.fna,578698,GCF_000356245.1,Escherichia coli 2875150 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/245/GCF_000356245.1_ASM35624v1/GCF_000356245.1_ASM35624v1_genomic.fna.gz,GCF_000356245.1.fasta.gz,2120b8373ac303f24616464952cc6264
202,refseq-NZ-1116045-PRJNA197798-SAMN00829350-NZ_APYA-.-Escherichia_coli_P0299438.10.fna,564241,GCF_000357585.2,Escherichia coli P0299438.10 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/585/GCF_000357585.2_ASM35758v2/GCF_000357585.2_ASM35758v2_genomic.fna.gz,GCF_000357585.2.fasta.gz,95d32ab53bc7fa44a7dd278b443742fb
203,refseq-NZ-1116051-PRJNA197812-SAMN00829368-NZ_APYO-.-Escherichia_coli_P0299917.5.fna,579778,GCF_000357325.1,Escherichia coli P0299917.5 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/325/GCF_000357325.1_ASM35732v1/GCF_000357325.1_ASM35732v1_genomic.fna.gz,GCF_000357325.1.fasta.gz,8aa00aba71498b84cf469f01de52388d
204,refseq-NZ-1116052-PRJNA197813-SAMN00829367-NZ_APYP-.-Escherichia_coli_P0299917.6.fna,564121,GCF_000357345.2,Escherichia coli P0299917.6 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/345/GCF_000357345.2_ASM35734v2/GCF_000357345.2_ASM35734v2_genomic.fna.gz,GCF_000357345.2.fasta.gz,67d3029a58813b55284faf87806c5fdd
205,refseq-NZ-1116061-PRJNA197911-SAMN00829316-NZ_AQCQ-.-Escherichia_coli_MP021017.5.fna,554111,GCF_000354515.2,Escherichia coli MP021017.5 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/515/GCF_000354515.2_ASM35451v2/GCF_000354515.2_ASM35451v2_genomic.fna.gz,GCF_000354515.2.fasta.gz,e9fd05b9da0967a4e6df9a7ed430bbc6
206,refseq-NZ-1116069-PRJNA197820-SAMN00829405-NZ_APYW-.-Escherichia_coli_P0301867.5.fna,564751,GCF_000358855.2,Escherichia coli P0301867.5 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/855/GCF_000358855.2_ASM35885v2/GCF_000358855.2_ASM35885v2_genomic.fna.gz,GCF_000358855.2.fasta.gz,36e3283aa279528cb90f0bce990de328
207,refseq-NZ-1116077-PRJNA197854-SAMN00829418-NZ_AQAE-.-Escherichia_coli_P0302293.8.fna,579418,GCF_000356965.1,Escherichia coli P0302293.8 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/965/GCF_000356965.1_ASM35696v1/GCF_000356965.1_ASM35696v1_genomic.fna.gz,GCF_000356965.1.fasta.gz,cdc75b96750b9b14e23fba092d5949dd
208,refseq-NZ-1116084-PRJNA197882-SAMN00829519-NZ_AQBH-.-Escherichia_coli_P0305260.10.fna,564371,GCF_000357925.2,Escherichia coli P0305260.10 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/925/GCF_000357925.2_ASM35792v2/GCF_000357925.2_ASM35792v2_genomic.fna.gz,GCF_000357925.2.fasta.gz,3a7e386734127f4c01c670c4e4c70ab2
209,refseq-NZ-1116090-PRJNA197898-SAMN00829541-NZ_AQBX-.-Escherichia_coli_p0305293.2.fna,564661,GCF_000358635.2,Escherichia coli p0305293.2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/635/GCF_000358635.2_ASM35863v2/GCF_000358635.2_ASM35863v2_genomic.fna.gz,GCF_000358635.2.fasta.gz,c51fd320d9af225600858f06fb51dd84
210,refseq-NZ-1116095-PRJNA197903-SAMN00829546-NZ_AQCC-.-Escherichia_coli_p0305293.7.fna,564821,GCF_000359095.2,Escherichia coli p0305293.7 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/095/GCF_000359095.2_ASM35909v2/GCF_000359095.2_ASM35909v2_genomic.fna.gz,GCF_000359095.2.fasta.gz,5005972632643bb64189c80d5ded999e
211,refseq-NZ-1116098-PRJNA197894-SAMN00829536-NZ_AQBT-.-Escherichia_coli_p0305293.10.fna,581008,GCF_000358555.1,Escherichia coli p0305293.10 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/555/GCF_000358555.1_ASM35855v1/GCF_000358555.1_ASM35855v1_genomic.fna.gz,GCF_000358555.1.fasta.gz,8ee5be901bf5eade6558f2ea34fe39e4
212,refseq-NZ-1116101-PRJNA197832-SAMN00829539-NZ_APZI-.-Escherichia_coli_p0305293.13.fna,563971,GCF_000356865.2,Escherichia coli p0305293.13 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/865/GCF_000356865.2_ASM35686v2/GCF_000356865.2_ASM35686v2_genomic.fna.gz,GCF_000356865.2.fasta.gz,aaa3527e57d7f00fb4a8325afb029684
213,refseq-NZ-1116102-PRJNA197897-SAMN00829540-NZ_AQBW-.-Escherichia_coli_p0305293.15.fna,564651,GCF_000358615.2,Escherichia coli p0305293.15 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/615/GCF_000358615.2_ASM35861v2/GCF_000358615.2_ASM35861v2_genomic.fna.gz,GCF_000358615.2.fasta.gz,ec7341c649c1e951f7e210f6d773227f
214,refseq-NZ-1116116-PRJNA197785-SAMN00829296-NZ_APXN-.-Escherichia_coli_BCE030_MS_09.fna,578838,GCF_000356385.1,Escherichia coli BCE030_MS-09 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/385/GCF_000356385.1_ASM35638v1/GCF_000356385.1_ASM35638v1_genomic.fna.gz,GCF_000356385.1.fasta.gz,75d3ad8349e4c9cdbff05f00835eb7a5
215,refseq-NZ-1116126-PRJNA197999-SAMN00829265-NZ_AQGG-.-Escherichia_coli_2846750.fna,563901,GCF_000356685.2,Escherichia coli 2846750 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/685/GCF_000356685.2_ASM35668v2/GCF_000356685.2_ASM35668v2_genomic.fna.gz,GCF_000356685.2.fasta.gz,bfc3824b1ae9044ab8d2e5d6095f05fd
216,refseq-NZ-1116130-PRJNA197952-SAMN00829235-NZ_AQEF-.-Escherichia_coli_199900.1.fna,578578,GCF_000356125.1,Escherichia coli 199900.1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/125/GCF_000356125.1_ASM35612v1/GCF_000356125.1_ASM35612v1_genomic.fna.gz,GCF_000356125.1.fasta.gz,05300c10d6412641f5c287327583bb3b
217,refseq-NZ-1116136-PRJNA197968-SAMN00829335-NZ_AQEV-.-Escherichia_coli_MP021561.2.fna,563131,GCF_000354795.2,Escherichia coli MP021561.2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/795/GCF_000354795.2_ASM35479v2/GCF_000354795.2_ASM35479v2_genomic.fna.gz,GCF_000354795.2.fasta.gz,cc6b64bc2bdc3d746ec205cca6035e15
218,refseq-NZ-1116140-PRJNA197972-SAMN00829300-NZ_AQEZ-.-Escherichia_coli_MP020940.1.fna,563291,GCF_000355275.2,Escherichia coli MP020940.1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/275/GCF_000355275.2_ASM35527v2/GCF_000355275.2_ASM35527v2_genomic.fna.gz,GCF_000355275.2.fasta.gz,5ff9cd55f4a6a97b2367417ec924e034
219,refseq-NZ-1116144-PRJNA197795-SAMN00829347-NZ_APXX-.-Escherichia_coli_P0298942.7.fna,564221,GCF_000357545.2,Escherichia coli P0298942.7 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/545/GCF_000357545.2_ASM35754v2/GCF_000357545.2_ASM35754v2_genomic.fna.gz,GCF_000357545.2.fasta.gz,737ed9b6922f0bd88fd6dc76b83b16d2
220,refseq-NZ-1116152-PRJNA197965-SAMN00829352-NZ_AQES-.-Escherichia_coli_P0299438.2.fna,563881,GCF_000356645.2,Escherichia coli P0299438.2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/645/GCF_000356645.2_ASM35664v2/GCF_000356645.2_ASM35664v2_genomic.fna.gz,GCF_000356645.2.fasta.gz,e5c323c23a657ff0622b0b56ada957b8
221,refseq-NZ-1116155-PRJNA197829-SAMN00829429-NZ_APZF-.-Escherichia_coli_P0302308.3.fna,564311,GCF_000357785.2,Escherichia coli P0302308.3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/785/GCF_000357785.2_ASM35778v2/GCF_000357785.2_ASM35778v2_genomic.fna.gz,GCF_000357785.2.fasta.gz,a8ec0c760a2e27b88b098ebd94742e3a
222,refseq-NZ-1116158-PRJNA197823-SAMN00829420-NZ_APYZ-.-Escherichia_coli_P0302308.10.fna,581328,GCF_000358875.1,Escherichia coli P0302308.10 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/875/GCF_000358875.1_ASM35887v1/GCF_000358875.1_ASM35887v1_genomic.fna.gz,GCF_000358875.1.fasta.gz,9827098daea4ee2bbc2b56805fb69805
223,refseq-NZ-1116181-PRJNA197877-SAMN00829514-NZ_AQBC-.-Escherichia_coli_P0304816.5.fna,564771,GCF_000358955.2,Escherichia coli P0304816.5 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/955/GCF_000358955.2_ASM35895v2/GCF_000358955.2_ASM35895v2_genomic.fna.gz,GCF_000358955.2.fasta.gz,cde590369376a21a38b99ec57a8150ac
224,refseq-NZ-1116190-PRJNA197872-SAMN00829508-NZ_AQAX-.-Escherichia_coli_P0304816.14.fna,663638,GCF_000358995.1,Escherichia coli P0304816.14 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/995/GCF_000358995.1_ASM35899v1/GCF_000358995.1_ASM35899v1_genomic.fna.gz,GCF_000358995.1.fasta.gz,e2af152bde466aacf2ca6f9bb965591c
225,refseq-NZ-1116193-PRJNA197888-SAMN00829526-NZ_AQBN-.-Escherichia_coli_P0305260.4.fna,564431,GCF_000358045.2,Escherichia coli P0305260.4 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/045/GCF_000358045.2_ASM35804v2/GCF_000358045.2_ASM35804v2_genomic.fna.gz,GCF_000358045.2.fasta.gz,6dbb4d55b09f090235e62c06d0ba313e
226,refseq-NZ-1124985-PRJNA224116-SAMN02435999-NZ_AIAD-.-Escherichia_coli_C1244_91.fna,565471,GCF_000446095.2,Escherichia coli C1244_91 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/095/GCF_000446095.2_ASM44609v2/GCF_000446095.2_ASM44609v2_genomic.fna.gz,GCF_000446095.2.fasta.gz,92304a4bc8a19f27d4647554e1d8dd33
227,refseq-NZ-1125641-PRJNA197844-SAMN00858016-NZ_APZU-.-Escherichia_coli_P0301867.2.fna,563621,GCF_000356025.2,Escherichia coli P0301867.2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/025/GCF_000356025.2_ASM35602v2/GCF_000356025.2_ASM35602v2_genomic.fna.gz,GCF_000356025.2.fasta.gz,625899fa87b76c87180c6b0c0d3cdff8
228,refseq-NZ-1125650-PRJNA197842-SAMN00857934-NZ_APZS-.-Escherichia_coli_P0299483.3.fna,579578,GCF_000357125.1,Escherichia coli P0299483.3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/125/GCF_000357125.1_ASM35712v1/GCF_000357125.1_ASM35712v1_genomic.fna.gz,GCF_000357125.1.fasta.gz,c3420c2f52168c9d153f0542314cce26
229,refseq-NZ-1126898-PRJNA224116-SAMN02436004-NZ_AIAV-.-Escherichia_coli_C353_09.fna,565761,GCF_000446465.2,Escherichia coli C353_09 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/465/GCF_000446465.2_ASM44646v2/GCF_000446465.2_ASM44646v2_genomic.fna.gz,GCF_000446465.2.fasta.gz,4977b010622881c4705f60c8fee4e194
230,refseq-NZ-1126904-PRJNA224116-SAMN02436008-NZ_AIBB-.-Escherichia_coli_C496_10.fna,565821,GCF_000446585.2,Escherichia coli C496_10 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/585/GCF_000446585.2_ASM44658v2/GCF_000446585.2_ASM44658v2_genomic.fna.gz,GCF_000446585.2.fasta.gz,dfdb99cc2118d65e6329e5d620f5ff63
231,refseq-NZ-1126915-PRJNA224116-SAMN02435910-NZ_AIBK-.-Escherichia_coli_C717_10.fna,565901,GCF_000446745.2,Escherichia coli C717_10 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/745/GCF_000446745.2_ASM44674v2/GCF_000446745.2_ASM44674v2_genomic.fna.gz,GCF_000446745.2.fasta.gz,c0e368c0c0daa190a88064c7f786cd62
232,refseq-NZ-1151217-PRJNA220588-SAMN01883227-NZ_AVQW-.-Escherichia_coli_B28_1.fna,567921,GCF_000462045.2,Escherichia coli B28-1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/462/045/GCF_000462045.2_ASM46204v2/GCF_000462045.2_ASM46204v2_genomic.fna.gz,GCF_000462045.2.fasta.gz,61fafca2f8a5d559ca3d2d6ee6a94088
233,refseq-NZ-1151250-PRJNA220616-SAMN01885530-NZ_AVRZ-.-Escherichia_coli_B113.fna,568201,GCF_000462625.2,Escherichia coli B113 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/462/625/GCF_000462625.2_ASM46262v2/GCF_000462625.2_ASM46262v2_genomic.fna.gz,GCF_000462625.2.fasta.gz,0eea5284daa09b260d4fc52144156b04
234,refseq-NZ-1165949-PRJNA224116-SAMN00991748-GCF_000264015.1-.-Escherichia_coli_O26_H11_str._CVM9942.fna,483468,GCF_000264015.1,Escherichia coli O26:H11 str. CVM9942 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/015/GCF_000264015.1_ASM26401v1/GCF_000264015.1_ASM26401v1_genomic.fna.gz,GCF_000264015.1.fasta.gz,4fbd068f4699f38ca989f048b504fb6b
235,refseq-NZ-1167694-PRJNA180423-SAMN02470124-NZ_AJQW-.-Escherichia_coli_O32_H37_str._P4.fna,482508,GCF_000259425.1,Escherichia coli O32:H37 str. P4 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/425/GCF_000259425.1_ASM25942v1/GCF_000259425.1_ASM25942v1_genomic.fna.gz,GCF_000259425.1.fasta.gz,6df215ddfba354ec545a461142f2ca7b
236,refseq-NZ-1169315-PRJNA224116-SAMN00847633-GCF_000407665.1-.-Escherichia_coli_KTE1.fna,702028,GCF_000407665.1,Escherichia coli KTE1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/665/GCF_000407665.1_Esch_coli_KTE1_V1/GCF_000407665.1_Esch_coli_KTE1_V1_genomic.fna.gz,GCF_000407665.1.fasta.gz,a2b0d5763e6eebb606a7995be2d57d26
237,refseq-NZ-1169316-PRJNA224116-SAMN00847634-GCF_000407685.1-.-Escherichia_coli_KTE3.fna,702048,GCF_000407685.1,Escherichia coli KTE3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/685/GCF_000407685.1_Esch_coli_KTE3_V1/GCF_000407685.1_Esch_coli_KTE3_V1_genomic.fna.gz,GCF_000407685.1.fasta.gz,5dd842d7a6c442a0ca98a5705a0a0e51
238,refseq-NZ-1169342-PRJNA224116-SAMN00847660-GCF_000352205.1-.-Escherichia_coli_KTE23.fna,577168,GCF_000352205.1,Escherichia coli KTE23 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/205/GCF_000352205.1_Esch_coli_KTE23_V1/GCF_000352205.1_Esch_coli_KTE23_V1_genomic.fna.gz,GCF_000352205.1.fasta.gz,00a259991d37f83710e007baa0531305
239,refseq-NZ-1169346-PRJNA224116-SAMN00847664-GCF_000407885.1-.-Escherichia_coli_KTE27.fna,702248,GCF_000407885.1,Escherichia coli KTE27 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/885/GCF_000407885.1_Esch_coli_KTE27_V1/GCF_000407885.1_Esch_coli_KTE27_V1_genomic.fna.gz,GCF_000407885.1.fasta.gz,671874b44aad4d7c99da361f591170d2
240,refseq-NZ-1169352-PRJNA224116-SAMN00847670-GCF_000407945.1-.-Escherichia_coli_KTE34.fna,702288,GCF_000407945.1,Escherichia coli KTE34 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/945/GCF_000407945.1_Esch_coli_KTE34_V1/GCF_000407945.1_Esch_coli_KTE34_V1_genomic.fna.gz,GCF_000407945.1.fasta.gz,418cfccdf62e2627b410575c844093eb
241,refseq-NZ-1169354-PRJNA224116-SAMN00847672-GCF_000407985.1-.-Escherichia_coli_KTE37.fna,702328,GCF_000407985.1,Escherichia coli KTE37 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/985/GCF_000407985.1_Esch_coli_KTE37_V1/GCF_000407985.1_Esch_coli_KTE37_V1_genomic.fna.gz,GCF_000407985.1.fasta.gz,f67cf65be57cec917c495f143aeff23d
242,refseq-NZ-1169363-PRJNA184574-SAMN00847681-NZ_ANYT-.-Escherichia_coli_KTE82.fna,519098,GCF_000326505.1,Escherichia coli KTE82 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/505/GCF_000326505.1_Esch_coli_KTE82_V1/GCF_000326505.1_Esch_coli_KTE82_V1_genomic.fna.gz,GCF_000326505.1.fasta.gz,d689790c94e075ae99a95833d74b4408
243,refseq-NZ-1169365-PRJNA184573-SAMN00847683-NZ_ANYS-.-Escherichia_coli_KTE232.fna,519078,GCF_000326825.1,Escherichia coli KTE232 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/825/GCF_000326825.1_Esch_coli_KTE232_V1/GCF_000326825.1_Esch_coli_KTE232_V1_genomic.fna.gz,GCF_000326825.1.fasta.gz,9859b65cfb6927eb5e232f419a680d16
244,refseq-NZ-1169378-PRJNA184546-SAMN00847696-NZ_ANXR-.-Escherichia_coli_KTE117.fna,518618,GCF_000326205.1,Escherichia coli KTE117 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/205/GCF_000326205.1_Esch_coli_KTE117_V1/GCF_000326205.1_Esch_coli_KTE117_V1_genomic.fna.gz,GCF_000326205.1.fasta.gz,eb68f3ff2d806395e0db86dd2de50ef1
245,refseq-NZ-1169382-PRJNA224116-SAMN00847700-GCF_000326965.1-.-Escherichia_coli_KTE125.fna,578188,GCF_000326965.1,Escherichia coli KTE125 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/965/GCF_000326965.1_Esch_coli_KTE125_V1/GCF_000326965.1_Esch_coli_KTE125_V1_genomic.fna.gz,GCF_000326965.1.fasta.gz,c55e47050d6d9612030e1c538796ce90
246,refseq-NZ-1169392-PRJNA184560-SAMN00847710-NZ_ANYF-.-Escherichia_coli_KTE150.fna,518838,GCF_000326725.1,Escherichia coli KTE150 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/725/GCF_000326725.1_Esch_coli_KTE150_V1/GCF_000326725.1_Esch_coli_KTE150_V1_genomic.fna.gz,GCF_000326725.1.fasta.gz,821b797ad25cdcd8596482ce20d88c0a
247,refseq-NZ-1169402-PRJNA184570-SAMN00847720-NZ_ANYP-.-Escherichia_coli_KTE177.fna,519018,GCF_000326785.1,Escherichia coli KTE177 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/785/GCF_000326785.1_Esch_coli_KTE177_V1/GCF_000326785.1_Esch_coli_KTE177_V1_genomic.fna.gz,GCF_000326785.1.fasta.gz,9e5bfa68ec82ef9ab31fe6d6c6158995
248,refseq-NZ-1169663-PRJNA190366-SAMN02470175-NZ_AJMB-.-Escherichia_coli_NCCP15647.fna,546718,GCF_000259385.1,Escherichia coli NCCP15647 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/385/GCF_000259385.1_NCCP15647_1.0/GCF_000259385.1_NCCP15647_1.0_genomic.fna.gz,GCF_000259385.1.fasta.gz,36f73baac8738ea47a7ef5eb19871733
249,refseq-NZ-1169664-PRJNA180950-SAMN02470904-NZ_AMSK-.-Escherichia_coli_AD30.fna,494288,GCF_000304255.1,Escherichia coli AD30 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/255/GCF_000304255.1_ECAD30.1/GCF_000304255.1_ECAD30.1_genomic.fna.gz,GCF_000304255.1.fasta.gz,175b913a652f7e2746bc01147b67b19e
250,refseq-NZ-1181733-PRJNA224116-SAMN00974042-GCF_000350945.1-.-Escherichia_coli_KTE187.fna,575908,GCF_000350945.1,Escherichia coli KTE187 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/945/GCF_000350945.1_Esch_coli_KTE187_V1/GCF_000350945.1_Esch_coli_KTE187_V1_genomic.fna.gz,GCF_000350945.1.fasta.gz,2b5d343aaa5f9bdbcc02edb70055ce35
251,refseq-NZ-1181749-PRJNA224116-SAMN00974058-GCF_000352985.1-.-Escherichia_coli_KTE203.fna,569848,GCF_000352985.1,Escherichia coli KTE203 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/985/GCF_000352985.1_Esch_coli_KTE203_V1/GCF_000352985.1_Esch_coli_KTE203_V1_genomic.fna.gz,GCF_000352985.1.fasta.gz,6e4272fd8cc85409c35586c8d115ff3c
252,refseq-NZ-1181750-PRJNA224116-SAMN00974059-GCF_000351065.1-.-Escherichia_coli_KTE204.fna,576028,GCF_000351065.1,Escherichia coli KTE204 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/351/065/GCF_000351065.1_Esch_coli_KTE204_V1/GCF_000351065.1_Esch_coli_KTE204_V1_genomic.fna.gz,GCF_000351065.1.fasta.gz,ad8791a905e52c1eabd328a0da75acea
253,refseq-NZ-1181757-PRJNA224116-SAMN00974066-GCF_000353045.1-.-Escherichia_coli_KTE211.fna,578008,GCF_000353045.1,Escherichia coli KTE211 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/045/GCF_000353045.1_Esch_coli_KTE211_V1/GCF_000353045.1_Esch_coli_KTE211_V1_genomic.fna.gz,GCF_000353045.1.fasta.gz,7dc043ef4790802a45e368f2b7fe1dbb
254,refseq-NZ-1181766-PRJNA224116-SAMN00974075-GCF_000351245.1-.-Escherichia_coli_KTE220.fna,576208,GCF_000351245.1,Escherichia coli KTE220 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/351/245/GCF_000351245.1_Esch_coli_KTE220_V1/GCF_000351245.1_Esch_coli_KTE220_V1_genomic.fna.gz,GCF_000351245.1.fasta.gz,147193c797e17714bbd52cb7a0e615d0
255,refseq-NZ-1181781-PRJNA224116-SAMN00974090-GCF_000351405.1-.-Escherichia_coli_KTE237.fna,576368,GCF_000351405.1,Escherichia coli KTE237 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/351/405/GCF_000351405.1_Esch_coli_KTE237_V1/GCF_000351405.1_Esch_coli_KTE237_V1_genomic.fna.gz,GCF_000351405.1.fasta.gz,987c9c75aa9eeca18466af981244d513
256,refseq-NZ-1182662-PRJNA224116-SAMN00854614-GCF_000351505.1-.-Escherichia_coli_KTE55.fna,576468,GCF_000351505.1,Escherichia coli KTE55 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/351/505/GCF_000351505.1_Esch_coli_KTE55_V1/GCF_000351505.1_Esch_coli_KTE55_V1_genomic.fna.gz,GCF_000351505.1.fasta.gz,5b817be1a63753bed7f88022702bc42d
257,refseq-NZ-1182669-PRJNA224116-SAMN00854621-GCF_000351605.1-.-Escherichia_coli_KTE62.fna,576568,GCF_000351605.1,Escherichia coli KTE62 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/351/605/GCF_000351605.1_Esch_coli_KTE62_V1/GCF_000351605.1_Esch_coli_KTE62_V1_genomic.fna.gz,GCF_000351605.1.fasta.gz,28c33313ad5fe8a9f4bda1bf6062d5f0
258,refseq-NZ-1182671-PRJNA224116-SAMN00854623-GCF_000408365.1-.-Escherichia_coli_KTE64.fna,702688,GCF_000408365.1,Escherichia coli KTE64 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/365/GCF_000408365.1_Esch_coli_KTE64_V1/GCF_000408365.1_Esch_coli_KTE64_V1_genomic.fna.gz,GCF_000408365.1.fasta.gz,4139b67e4d731a557b5a48a85e381a26
